"ID"	"word"	"def"	"spionicword"	"partid"	"btid"	"root"	"uncertain"	"Note"	"root_word"	"alpha"	"lucidaword"	"present"	"future"	"aorist"	"perfect"	"perfmid"	"aoristpass"	"compound"	"verbclass"	"Gender"	"beta"	"Spaces"	"Level"	"Parent"
4251	"ζῳογενής"		"zw?ogenh/j "	0	0	236	0		0	"fyocemgr"	"ζῳογενής"							0	0	0	"zw|ogenh/s"	0	13	0
4252	"ζῳογονία"		"zw?ogoni/a "	1	0	236	0		0	"fyocomia"	"ζῳογονία"							0	0	0	"zw|ogoni/a"	0	14	0
4253	"ζῳοθηρία"		"zw?oqhri/a "	1	0	236	0		0	"fyohgqia"	"ζῳοθηρία"							0	0	0	"zw|oqhri/a"	0	15	0
4254	"ζῳοθηρικός"		"zw?oqhriko/j "	3	0	236	0		0	"fyohgqijor"	"ζῳοθηρικός"							0	0	0	"zw|oqhriko/s"	0	16	0
4255	"ζῷον"	"a living being, animal"	"zw=?on "	1	0	236	0		0	"fyom"	"ζῳ̂ον"							0	0	0	"zw=|on"	0	17	0
4256	"ζωός"	"alive, living"	"zwo/j "	3	0	236	0		0	"fyor"	"ζωός"							0	0	0	"zwo/s"	0	18	0
4257	"ζῳοτροφία"		"zw?otrofi/a "	1	0	236	0		0	"fyotqovia"	"ζῳοτροφία"							0	0	0	"zw|otrofi/a"	0	19	0
4258	"ζῳοτροφικός"		"zw?otrofiko/j "	3	0	236	0		0	"fyotqovijor"	"ζῳοτροφικός"							0	0	0	"zw|otrofiko/s"	0	20	0
4259	"ζώπυρον"	"a spark, ember"	"zw/puron "	1	0	236	0		0	"fypuqom"	"ζώπυρον"							0	0	0	"zw/puron"	0	21	0
4260	"Ζώπυρος"		"Zw/puroj "	6	0	0	0		0	"fypuqor"	"Ζώπυρος"							0	0	0	"*zw/puros"	0	0	0
4261	"Ζωροάστρου"		"Zwroa/strou "	6	0	0	0		0	"fyqoastqou"	"Ζωροάστρου"							0	0	0	"*zwroa/strou"	0	0	0
4262	"ζῶσις"		"zw=sij "	1	0	236	0		0	"fysir"	"ζω̂σις"							0	0	0	"zw=sis"	0	22	0
4263	"ζωτικός"	"full of life, lively"	"zwtiko/j "	3	0	236	0		0	"fytijor"	"ζωτικός"							0	0	0	"zwtiko/s"	0	23	0
4264	"ἦ"	"in truth, truly, verily, of a surety"	"h)= "	4	0	0	0		0	"g"	"ᾑ̂"							0	0	0	"h(=|"	0	0	0
4265	"ᾗ"	"which way, where, whither, in or at what place"	"h(=? "	4	0	0	0		0	"g"	"ἠ̂"							0	0	0	"h)/"	0	0	0
4266	"ἤ"		"h)/ "	4	0	0	0		0	"g"	"ἤ"							0	0	0	"h)="	0	0	0
4267	"ᾖα"		"h)=?a "	2	0	0	0		0	"ga"	"ᾐ̂α"							0	0	0	"h)=|a"	0	0	0
4268	"ἡβάω"	"to be at man's estate, to be in the prime of youth"	"h(ba/w "	2	0	237	0		0	"gbay"	"ἡβάω"							0	0	0	"h(ba/w"	0	1	0
4269	"ἥβη"	"manhood, youthful prime, youth"	"h(/bh "	1	0	237	0		-1	"gbg"	"ἥβη"							0	0	0	"h(/bh"	0	2	0
4270	"ἡγεμονεύω"	"to be or act as"	"h(gemoneu/w "	2	0	238	0		0	"gcelomeuy"	"ἡγεμονεύω"							0	0	0	"h(gemoneu/w"	0	7	0
4271	"ἡγεμονέω"		"h(gemone/w "	2	0	238	0		0	"gcelomey"	"ἡγεμονέω"							0	0	0	"h(gemone/w"	0	8	0
4272	"ἡγεμονία"	"a leading the way, going first"	"h(gemoni/a "	1	0	238	0		0	"gcelomia"	"ἡγεμονία"							0	0	0	"h(gemoni/a"	0	9	0
4273	"ἡγεμονικός"	"ready to lead or guide"	"h(gemoniko/j "	3	0	238	0		0	"gcelomijor"	"ἡγεμονικός"							0	0	0	"h(gemoniko/s"	0	10	0
4274	"ἡγεμών"	"one who leads"	"h(gemw/n "	1	0	238	0		0	"gcelym"	"ἡγεμών"							0	0	0	"h(gemw/n"	0	11	0
4275	"ἡγέομαι"	"to go before, lead the way"	"h(ge/omai "	2	0	238	0		-1	"gceolai"	"ἡγέομαι"							0	0	0	"h(ge/omai"	0	12	0
4276	"ἥγησις"		"h(/ghsij "	1	0	238	0		0	"gcgsir"	"ἥγησις"							0	0	0	"h(/ghsis"	0	14	0
4277	"ἡγητέον"	"one must lead"	"h(ghte/on "	3	0	238	0		0	"gcgteom"	"ἡγητέον"							0	0	0	"h(ghte/on"	0	15	0
4278	"ἡγός"		"h(go/j "	1	0	238	0		0	"gcor"	"ἡγός"							0	0	0	"h(go/s"	0	16	0
4279	"ἠδέ"	"and"	"h)de/ "	8	0	0	0		0	"gde"	"ἠδέ"							0	0	0	"h)de/"	0	0	0
4280	"ἡδέως"		"h(de/wj "	4	0	0	0		0	"gdeyr"	"ἡδέως"							0	0	0	"h(de/ws"	0	0	0
4281	"ἤδη"	"by this time, before this, already"	"h)/dh "	4	0	0	0		0	"gdg"	"ἤδη"							0	0	0	"h)/dh"	0	0	0
4282	"ἥδομαι"	"to enjoy oneself, take delight, take one's pleasure"	"h(/domai "	2	0	239	0		0	"gdolai"	"ἥδομαι"							0	0	0	"h(/domai"	0	3	0
4283	"ἡδονά"		"h(dona/ "	0	0	239	0		0	"gdoma"	"ἡδονά"							0	0	0	"h(dona/"	0	4	0
4284	"ἡδονή"	"delight, enjoyment, pleasure"	"h(donh/ "	1	0	239	0		-1	"gdomg"	"ἡδονή"							0	0	0	"h(donh/"	0	5	0
4285	"ἦδος"	"delight, enjoyment, pleasure"	"h)=doj "	1	0	239	0		0	"gdor"	"ἠ̂δος"							0	0	0	"h)=dos"	0	6	0
4286	"ἡδυντικός"		"h(duntiko/j "	3	0	239	0		0	"gdumtijor"	"ἡδυντικός"							0	0	0	"h(duntiko/s"	0	7	0
4287	"ἡδύνω"	"to sweeten, season, give a flavour or relish to"	"h(du/nw "	2	0	239	0		0	"gdumy"	"ἡδύνω"							0	0	0	"h(du/nw"	0	8	0
4288	"ἡδύς"	"sweet"	"h(du/j "	3	0	239	0		0	"gdur"	"ἡδύς"							0	0	0	"h(du/s"	0	9	0
4289	"ἠέλιος"		"h)e/lioj "	1	0	243	0		0	"gekior"	"ἠέλιος"							0	0	0	"h)e/lios"	0	1	0
4290	"ἠθέω"	"to sift, strain"	"h)qe/w "	2	0	846	0		0	"ghey"	"ἠθέω"							0	0	0	"h)qe/w"	0	2	0
4291	"Ἠθονόην"		")Hqono/hn "	6	0	0	0		0	"ghomogm"	" ̓Ηθονόην"							0	0	0	"*)hqono/hn"	0	0	0
4292	"ἦθος"	"an accustomed place"	"h)=qoj "	1	0	218	0		0	"ghor"	"ἠ̂θος"							0	0	0	"h)=qos"	0	8	0
4293	"ἤια"	"provisions for a journey"	"h)/ia "	1	0	0	0		0	"gia"	"ἤια"							0	0	0	"h)/ia"	0	0	0
4294	"ἠίθεος"	"a youth just"	"h)i/qeoj "	1	0	0	0		0	"giheor"	"ἠίθεος"							0	0	0	"h)i/qeos"	0	0	0
4295	"ἦκα"	"slightly, a little, softly, gently"	"h)=ka "	4	0	240	0		-1	"gja"	"ἠ̂κα"							0	0	0	"h)=ka"	0	1	0
4296	"ἥκιστος"	"least"	"h(/kistoj "	3	0	240	0		0	"gjistor"	"ἥκιστος"							0	0	0	"h(/kistos"	0	2	0
4297	"ἥκω"	"to have come, be present, be here"	"h(/kw "	2	0	657	0		0	"gjy"	"ἥκω"							0	0	0	"h(/kw"	0	1	0
4298	"Ἠλεῖος"		")Hlei=oj "	6	0	0	0		0	"gkeior"	" ̓Ηλει̂ος"							0	0	0	"*)hlei=os"	0	0	0
4299	"ἤλεκτρον"	"electron"	"h)/lektron "	1	0	0	0		0	"gkejtqom"	"ἤλεκτρον"							0	0	0	"h)/lektron"	0	0	0
4300	"ἠλίθιος"	"idle, vain, random"	"h)li/qioj "	3	0	241	0		-1	"gkihior"	"ἠλίθιος"							0	0	0	"h)li/qios"	0	1	0
4301	"ἠλιθιότης"	"folly, silliness"	"h)liqio/thj "	1	0	241	0		0	"gkihiotgr"	"ἠλιθιότης"							0	0	0	"h)liqio/ths"	0	2	0
4302	"ἠλιθιόω"	"to make foolish, distract, craze"	"h)liqio/w "	2	0	241	0		0	"gkihioy"	"ἠλιθιόω"							0	0	0	"h)liqio/w"	0	3	0
4303	"ἡλικία"	"time of life, age"	"h(liki/a "	1	0	242	0		-1	"gkijia"	"ἡλικία"							0	0	0	"h(liki/a"	0	1	0
4304	"ἡλικιώτης"	"an equal in age, fellow, comrade"	"h(likiw/thj "	1	0	242	0		0	"gkijiytgr"	"ἡλικιώτης"							0	0	0	"h(likiw/ths"	0	2	0
4305	"ἡλίκος"	"as big as"	"h(li/koj "	3	0	242	0		0	"gkijor"	"ἡλίκος"							0	0	0	"h(li/kos"	0	3	0
4306	"ἧλιξ"	"of the same age"	"h(=lic "	3	0	0	0		0	"gkin"	"ἡ̂λιξ"							0	0	0	"h(=lic"	0	0	0
4307	"Ἥλιος"		"(/Hlioj "	6	0	0	0		0	"gkior"	"ἥλιος"							0	0	0	"h(/lios"	0	0	0
4308	"ἥλιος"	"the sun"	"h(/lioj "	1	0	243	0		-1	"gkior"	" ̔́Ηλιος"							0	0	0	"*(/hlios"	0	2	0
4309	"Ἦλις"		")=Hlij "	1	0	0	0		0	"gkir"	" ̓̂Ηλις"							0	0	0	"*)=hlis"	0	0	0
4310	"ἧλος"	"a nail"	"h(=loj "	1	25	0	0		0	"gkor"	"ἡ̂λος"							0	0	0	"h(=los"	0	0	0
4311	"ἧμαι"	"to be seated, sit"	"h(=mai "	2	0	244	0		-1	"glai"	"ἡ̂μαι"							0	0	0	"h(=mai"	0	1	0
4312	"ἦμαρ"	"day"	"h)=mar "	1	0	245	0		-1	"glaq"	"ἠ̂μαρ"							0	0	0	"h)=mar"	0	4	0
4313	"ἡμαρτημένως"	"faultily"	"h(marthme/nwj "	4	0	0	0		0	"glaqtglemyr"	"ἡμαρτημένως"							0	0	0	"h(marthme/nws"	0	0	0
4314	"ἡμεδαπός"	"of our land or country, native"	"h(medapo/j "	3	0	0	0		0	"gledapor"	"ἡμεδαπός"							0	0	0	"h(medapo/s"	0	0	0
4315	"ἠμέν"	"as well .. , as also . ."	"h)me/n "	4	0	0	0		0	"glem"	"ἠμέν"							0	0	0	"h)me/n"	0	0	0
4316	"ἡμέρα"	"day"	"h(me/ra "	1	0	245	0		0	"gleqa"	"ἡμέρα"							0	0	0	"h(me/ra"	0	5	0
4317	"ἡμερήσιος"	"for the day, by day"	"h(merh/sioj "	3	0	245	0		0	"gleqgsior"	"ἡμερήσιος"							0	0	0	"h(merh/sios"	0	6	0
4318	"ἡμεροδρόμος"	"a courier"	"h(merodro/moj "	1	0	245	0		0	"gleqodqolor"	"ἡμεροδρόμος"							0	0	0	"h(merodro/mos"	0	7	0
4319	"ἡμεροθηρικός"		"h(meroqhriko/j "	3	0	245	0		0	"gleqohgqijor"	"ἡμεροθηρικός"							0	0	0	"h(meroqhriko/s"	0	8	0
4320	"ἥμερος"	"tame, tamed, reclaimed"	"h(/meroj "	3	0	246	0		-1	"gleqor"	"ἥμερος"							0	0	0	"h(/meros"	0	1	0
4321	"ἡμερόω"	"to tame, make tame"	"h(mero/w "	2	0	246	0		0	"gleqoy"	"ἡμερόω"							0	0	0	"h(mero/w"	0	2	0
4322	"ἡμέτερος"	"our"	"h(me/teroj "	3	0	0	0		0	"gleteqor"	"ἡμέτερος"							0	0	0	"h(me/teros"	0	0	0
4323	"ἠμί"	"I say"	"h)mi/ "	2	0	0	0		0	"gli"	"ἠμί"							0	0	0	"h)mi/"	0	0	0
4324	"ἡμιγενής"		"h(migenh/j "	0	0	247	0		0	"glicemgr"	"ἡμιγενής"							0	0	0	"h(migenh/s"	0	1	0
4325	"ἡμίθεος"	"a half-god, demigod"	"h(mi/qeoj "	1	0	247	0		0	"gliheor"	"ἡμίθεος"							0	0	0	"h(mi/qeos"	0	2	0
4326	"ἡμιόλιος"	"containing one and a half, half as much again"	"h(mio/lioj "	3	0	247	0		0	"gliokior"	"ἡμιόλιος"							0	0	0	"h(mio/lios"	0	3	0
4327	"ἡμίονος"	"a half-ass"	"h(mi/onoj "	1	0	247	0		0	"gliomor"	"ἡμίονος"							0	0	0	"h(mi/onos"	0	4	0
4328	"ἡμιπαγής"		"h(mipagh/j "	0	0	247	0		0	"glipacgr"	"ἡμιπαγής"							0	0	0	"h(mipagh/s"	0	5	0
4329	"ἡμίσεια"		"h(mi/seia "	1	0	247	0		0	"gliseia"	"ἡμίσεια"							0	0	0	"h(mi/seia"	0	6	0
4330	"ἥμισυς"	"half"	"h(/misuj "	3	0	247	0		-1	"glisur"	"ἥμισυς"							0	0	0	"h(/misus"	0	7	0
4331	"ἡμός"		"h(mo/j "	0	0	0	0		0	"glor"	"ἡμός"							0	0	0	"h(mo/s"	0	0	0
4332	"ἤν"	"see! see there! lo!"	"h)/n "	9	0	0	0		0	"gm"	"ἤν"							0	0	0	"h)/n"	0	0	0
4333	"ἡνία"		"h(ni/a "	1	0	0	0		0	"gmia"	"ἡνία"							0	0	0	"h(ni/a"	0	0	0
4334	"ἡνίκα"	"at which time, when"	"h(ni/ka "	1	0	743	0		0	"gmija"	"ἡνίκα"							0	0	0	"h(ni/ka"	0	1	0
4335	"ἡνίον"		"h(ni/on "	0	0	0	0		0	"gmiom"	"ἡνίον"							0	0	0	"h(ni/on"	0	0	0
4336	"ἡνιοχεία"	"chariot-driving"	"h(nioxei/a "	1	0	248	0		0	"gmioweia"	"ἡνιοχεία"							0	0	0	"h(nioxei/a"	0	1	0
4337	"ἡνιοχεύς"		"h(nioxeu/j "	1	0	248	0		0	"gmioweur"	"ἡνιοχεύς"							0	0	0	"h(nioxeu/s"	0	2	0
4338	"ἡνιοχέω"	"to hold the reins"	"h(nioxe/w "	2	0	248	0		0	"gmiowey"	"ἡνιοχέω"							0	0	0	"h(nioxe/w"	0	3	0
4339	"ἡνιόχησις"		"h(nio/xhsij "	1	0	248	0		0	"gmiowgsir"	"ἡνιόχησις"							0	0	0	"h(nio/xhsis"	0	4	0
4340	"ἡνιοχικός"	"of or for driving"	"h(nioxiko/j "	3	0	248	0		0	"gmiowijor"	"ἡνιοχικός"							0	0	0	"h(nioxiko/s"	0	5	0
4341	"ἡνίοχος"	"one who holds the reins, a driver, charioteer"	"h(ni/oxoj "	1	0	248	0		-1	"gmiowor"	"ἡνίοχος"							0	0	0	"h(ni/oxos"	0	6	0
4342	"ἡντιναοῦν"		"h(ntinaou=n "	0	0	0	-1		0	"gmtimaoum"	"ἡντιναου̂ν"							0	0	0	"h(ntinaou=n"	0	0	0
4343	"ἡονή"		"h(onh/ "	0	0	0	0		0	"gomg"	"ἡονή"							0	0	0	"h(onh/"	0	0	0
4344	"ΗΟΡΑΙ"		"HORAI "	6	0	0	0		0	"goqai"	"ΗΟΡΑΙ"							0	0	0	"*h*o*r*a*i"	0	0	0
4345	"ἧπαρ"	"the liver"	"h(=par "	1	16	0	0		0	"gpaq"	"ἡ̂παρ"							0	0	0	"h(=par"	0	0	0
4346	"ἥπατος"		"h(/patoj "	0	0	0	0		0	"gpator"	"ἥπατος"							0	0	0	"h(/patos"	0	0	0
4347	"ἤπειρος"	"terra-firma, the land"	"h)/peiroj "	1	0	249	0		-1	"gpeiqor"	"ἤπειρος"							0	0	0	"h)/peiros"	0	1	0
4348	"ἠπειρόω"	"to make into mainland"	"h)peiro/w "	2	0	249	0		0	"gpeiqoy"	"ἠπειρόω"							0	0	0	"h)peiro/w"	0	2	0
4349	"ἠπειρωτικός"	"continental"	"h)peirwtiko/j "	3	0	249	0		0	"gpeiqytijor"	"ἠπειρωτικός"							0	0	0	"h)peirwtiko/s"	0	3	0
4350	"ᾗπερ"	"in the same way as"	"h(=?per "	4	0	0	0		0	"gpeq"	"ᾑ̂περ"							0	0	0	"h(=|per"	0	0	0
4351	"ἤπιος"	"gentle, mild, kind"	"h)/pioj "	3	0	0	0		0	"gpior"	"ἤπιος"							0	0	0	"h)/pios"	0	0	0
4352	"ἤρα"	"acceptable gifts, kindnesses"	"h)/ra "	1	0	0	0		0	"gqa"	" ̔́Ηρα"							0	0	0	"h)/ra"	0	0	0
4353	"Ἥρα"	"Hera"	"(/Hra "	6	0	0	0		0	"gqa"	"ἤρα"							0	0	0	"*(/hra"	0	0	0
4354	"Ἡράκλεα"		"(Hra/klea "	6	0	0	0		0	"gqajkea"	" ̔Ηράκλεα"							0	0	0	"*(hra/klea"	0	0	0
4355	"Ἡρακλέες"		"(Hrakle/ej "	6	0	0	0		0	"gqajkeer"	" ̔Ηρακλέες"							0	0	0	"*(hrakle/es"	0	0	0
4356	"Ἡρακλέης"	"Heracles"	"(Hrakle/hj "	6	0	0	0		0	"gqajkegr"	" ̔Ηρακλέης"							0	0	0	"*(hrakle/hs"	0	0	0
4357	"Ἡρακλεία"		"(Hraklei/a "	6	0	0	0		0	"gqajkeia"	" ̔Ηρακλεία"							0	0	0	"*(hraklei/a"	0	0	0
4358	"Ἡράκλειδαι"	"the Heraclidae or descendants of Hercules"	"(Hra/kleidai "	6	0	0	0		0	"gqajkeidai"	" ̔Ηράκλειδαι"							0	0	0	"*(hra/kleidai"	0	0	0
4359	"Ἡρακλεῖδαι"		"(Hraklei=dai "	6	0	0	0		0	"gqajkeidai"	" ̔Ηρακλει̂δαι"							0	0	0	"*(hraklei=dai"	0	0	0
4360	"Ἡρακλείδης"		"(Hraklei/dhj "	6	0	0	0		0	"gqajkeidgr"	" ̔Ηρακλείδης"							0	0	0	"*(hraklei/dhs"	0	0	0
4361	"Ἡράκλειος"	"of Hercules"	"(Hra/kleioj "	3	0	0	0		0	"gqajkeior"	" ̔Ηράκλειος"							0	0	0	"*(hra/kleios"	0	0	0
4362	"Ἡρακλείτειος"	"of Heraclitus"	"(Hraklei/teioj "	3	0	0	0		0	"gqajkeiteior"	" ̔Ηρακλείτειος"							0	0	0	"*(hraklei/teios"	0	0	0
4363	"Ἡράκλειτον"		"(Hra/kleiton "	6	0	0	0		0	"gqajkeitom"	" ̔Ηράκλειτον"							0	0	0	"*(hra/kleiton"	0	0	0
4364	"Ἡράκλειτος"		"(Hra/kleitoj "	6	0	0	0		0	"gqajkeitor"	" ̔Ηράκλειτος"							0	0	0	"*(hra/kleitos"	0	0	0
4365	"Ἡρακλείτου"		"(Hraklei/tou "	6	0	0	0		0	"gqajkeitou"	" ̔Ηρακλείτου"							0	0	0	"*(hraklei/tou"	0	0	0
4366	"Ἡρακλειώτιδος"		"(Hrakleiw/tidoj "	6	0	0	0		0	"gqajkeiytidor"	" ̔Ηρακλειώτιδος"							0	0	0	"*(hrakleiw/tidos"	0	0	0
4367	"Ἡρακλέος"		"(Hrakle/oj "	6	0	0	0		0	"gqajkeor"	" ̔Ηρακλέος"							0	0	0	"*(hrakle/os"	0	0	0
4368	"Ἡρακλεώτης"		"(Hraklew/thj "	6	0	0	0		0	"gqajkeytgr"	" ̔Ηρακλεώτης"							0	0	0	"*(hraklew/ths"	0	0	0
4369	"Ἡρακλῆ"		"(Hraklh= "	6	0	0	0		0	"gqajkg"	" ̔Ηρακλη̂"							0	0	0	"*(hraklh="	0	0	0
4370	"ἠρέμα"	"stilly, quietly, gently, softly"	"h)re/ma "	4	0	250	0		-1	"gqela"	"ἠρέμα"							0	0	0	"h)re/ma"	0	1	0
4371	"ἡρέμα"		"h(re/ma "	1	0	0	0		0	"gqela"	"ἡρέμα"							0	0	0	"h(re/ma"	0	0	0
4372	"ἠρεμαῖος"	"still, quiet, gentle"	"h)remai=oj "	3	0	250	0		0	"gqelaior"	"ἠρεμαι̂ος"							0	0	0	"h)remai=os"	0	2	0
4373	"ἠρεμέω"	"to keep quiet, be at rest"	"h)reme/w "	2	0	250	0		0	"gqeley"	"ἠρεμέω"							0	0	0	"h)reme/w"	0	3	0
4374	"ᾑρήσεται"		"h(?rh/setai "	0	0	0	-1		0	"gqgsetai"	"ᾑρήσεται"							0	0	0	"h(|rh/setai"	0	0	0
4375	"ἦρι"	"early"	"h)=ri "	4	15	0	0		0	"gqi"	"ἠ̂ρι"							0	0	0	"h)=ri"	0	0	0
4376	"Ἠριδανός"	"Eridanus"	")Hridano/j "	6	0	0	0		0	"gqidamor"	" ̓Ηριδανός"							0	0	0	"*)hridano/s"	0	0	0
4377	"Ἡρόδικον"		"(Hro/dikon "	6	0	0	0		0	"gqodijom"	" ̔Ηρόδικον"							0	0	0	"*(hro/dikon"	0	0	0
4378	"Ἡρόδικος"		"(Hro/dikoj "	6	0	0	0		0	"gqodijor"	" ̔Ηρόδικος"							0	0	0	"*(hro/dikos"	0	0	0
4379	"ἦρος"		"h)=roj "	0	0	0	0		0	"gqor"	"ἠ̂ρος"							0	0	0	"h)=ros"	0	0	0
4380	"Ἡροσκαμάνδρου"		"(Hroskama/ndrou "	6	0	0	0		0	"gqosjalamdqou"	" ̔Ηροσκαμάνδρου"							0	0	0	"*(hroskama/ndrou"	0	0	0
4381	"ἡρωικός"	"of or for a hero, heroic"	"h(rwiko/j "	3	0	251	0		0	"gqyijor"	"ἡρωικός"							0	0	0	"h(rwiko/s"	0	1	0
4382	"ἥρως"	"warriors"	"h(/rwj "	1	0	251	0		-1	"gqyr"	"ἥρως"							0	0	0	"h(/rws"	0	2	0
4383	"Ἡσίοδος"		"(Hsi/odoj "	6	0	0	0		0	"gsiodor"	" ̔Ησίοδος"							0	0	0	"*(hsi/odos"	0	0	0
4384	"ἧσσα"	"a defeat, discomfiture"	"h(=ssa "	1	0	0	0		0	"gssa"	"ἡ̂σσα"							0	0	0	"h(=ssa"	0	0	0
4385	"ἡσσάομαι"	"to be less than another, inferior to"	"h(ssa/omai "	2	0	252	0		0	"gssaolai"	"ἡσσάομαι"							0	0	0	"h(ssa/omai"	0	1	0
4386	"ἥσσων"	"less, weaker, less brave"	"h(/sswn "	3	0	252	0		-1	"gssym"	"ἥσσων"							0	0	0	"h(/sswn"	0	2	0
4387	"ἡσυχάζω"	"to be still, keep quiet, be at rest"	"h(suxa/zw "	2	0	253	0		0	"gsuwafy"	"ἡσυχάζω"							0	3	0	"h(suxa/zw"	0	1	0
4388	"ἡσυχαῖος"		"h(suxai=oj "	0	0	253	0		0	"gsuwaior"	"ἡσυχαι̂ος"							0	0	0	"h(suxai=os"	0	2	0
4389	"ἡσυχία"	"stillness, rest, quiet"	"h(suxi/a "	1	0	253	0		0	"gsuwia"	"ἡσυχία"							0	0	0	"h(suxi/a"	0	3	0
4390	"ἡσύχιος"	"still, quiet, at rest, at ease"	"h(su/xioj "	1	0	253	0		0	"gsuwior"	"ἡσύχιος"							0	0	0	"h(su/xios"	0	4	0
4391	"ἡσυχιότης"		"h(suxio/thj "	0	0	253	0		0	"gsuwiotgr"	"ἡσυχιότης"							0	0	0	"h(suxio/ths"	0	5	0
4392	"ἥσυχος"	"still, quiet, at rest, at ease, at leisure"	"h(/suxoj "	1	0	253	0		-1	"gsuwor"	"ἥσυχος"							0	0	0	"h(/suxos"	0	6	0
4393	"ἦτα"		"h)=ta "	1	0	0	0		0	"gta"	"ἠ̂τα"							0	0	0	"h)=ta"	0	0	0
4394	"ἦτε"	"surely, doubtless"	"h)=te "	4	0	0	0		0	"gte"	"ἠ̂τε"							0	0	0	"h)=te"	0	0	0
4395	"ἤτοι"	"now surely, truly, verily"	"h)/toi "	4	0	0	0		0	"gtoi"	"ἤτοι"							0	0	0	"h)/toi"	0	0	0
4396	"ἤτριον"	"the warp in a web"	"h)/trion "	1	0	0	0		0	"gtqiom"	"ἤτριον"							0	0	0	"h)/trion"	0	0	0
4397	"ἦτρον"	"the part below the navel, the abdomen"	"h)=tron "	1	16	0	0		0	"gtqom"	"ἠ̂τρον"							0	0	0	"h)=tron"	0	0	0
4398	"Ἥφαιστος"	"Hephaestus"	"(/Hfaistoj "	6	0	0	0		0	"gvaistor"	" ̔́Ηφαιστος"							0	0	0	"*(/hfaistos"	0	0	0
4399	"ἠχέω"	"to sound, ring, peal"	"h)xe/w "	2	0	254	0		-1	"gwey"	"ἠχέω"	"ἔχω"	"ἕξω, σχήσω"	"ἔσχον"	"ἔσχηκα"			0	0	0	"h)xe/w"	0	1	0
4400	"ἠχή"	"a sound or noise"	"h)xh/ "	1	0	254	0		0	"gwg"	"ἠχή"							0	0	0	"h)xh/"	0	4	0
4401	"ἠχώ"	"a sound"	"h)xw/ "	1	0	254	0		0	"gwy"	"ἠχώ"							0	0	0	"h)xw/"	0	5	0
4402	"ἠώς"	"the morning red, daybreak, dawn"	"h)w/j "	1	15	0	0		0	"gyr"	"ἠώς"							0	0	0	"h)w/s"	0	0	0
4403	"ηες"		"hej "	0	0	0	-1		0	"ger"	"ηες"							0	0	0	"Hes"	0	0	0
4404	"ηιππολ"		"hippol "	0	0	0	-1		0	"gippok"	"ηιππολ"							0	0	0	"Hippol"	0	0	0
4405	"ηομ"		"hom "	0	0	0	-1		0	"gol"	"ηομ"							0	0	0	"Hom"	0	0	0
4406	"ηομεριδαετούτοις"		"homeridaetou/toij "	1	0	0	-1		0	"goleqidaetoutoir"	"ηομεριδαετούτοις"							0	0	0	"Homeridaetou/tois"	0	0	0
4407	"θᾶκος"	"a seat, chair"	"qa=koj "	1	0	0	0		0	"hajor"	"θα̂κος"							0	0	0	"qa=kos"	0	0	0
4408	"θάλασσα"	"the sea"	"qa/lassa "	1	0	255	0		-1	"hakassa"	"θάλασσα"							0	0	0	"qa/lassa"	0	1	0
4409	"θαλάσσιος"	"of, in, on or from the sea, belonging to it"	"qala/ssioj "	3	0	255	0		0	"hakassior"	"θαλάσσιος"							0	0	0	"qala/ssios"	0	2	0
4410	"θαλέω"	"@bloom"	"qale/w "	2	0	256	0		0	"hakey"	"θαλέω"							0	0	0	"qale/w"	0	1	0
4411	"Θαλῆς"	"Thales"	"Qalh=j "	6	0	0	0		0	"hakgr"	"Θαλη̂ς"							0	0	0	"*qalh=s"	0	0	0
4412	"θαλλός"	"a young shoot, young branch"	"qallo/j "	1	0	256	0		0	"hakkor"	"θαλλός"							0	0	0	"qallo/s"	0	2	0
4413	"θάλλω"	"to bloom, abound, to be luxuriant"	"qa/llw "	2	0	256	0		-1	"hakky"	"θάλλω"							0	3	0	"qa/llw"	0	3	0
4414	"θαμά"	"often, oft-times"	"qama/ "	4	0	0	0		0	"hala"	"θαμά"							0	0	0	"qama/"	0	0	0
4415	"θάμβος"	"astonishment, amazement"	"qa/mboj "	1	0	258	0		0	"halbor"	"θάμβος"							0	0	0	"qa/mbos"	0	1	0
4416	"θαμίζω"	"to come often"	"qami/zw "	2	0	0	0		0	"halify"	"θαμίζω"							0	3	0	"qami/zw"	0	0	0
4417	"Θαμοῦ"		"Qamou= "	6	0	0	0		0	"halou"	"Θαμου̂"							0	0	0	"*qamou="	0	0	0
4418	"Θαμοῦν"		"Qamou=n "	6	0	0	0		0	"haloum"	"Θαμου̂ν"							0	0	0	"*qamou=n"	0	0	0
4419	"Θαμύρου"		"Qamu/rou "	6	0	0	0		0	"haluqou"	"Θαμύρου"							0	0	0	"*qamu/rou"	0	0	0
4420	"θανατάω"	"to desire to die"	"qanata/w "	2	0	257	0		0	"hamatay"	"θανατάω"							0	0	0	"qanata/w"	0	4	0
4421	"θάνατος"	"death"	"qa/natoj "	1	0	257	0		-1	"hamator"	"θάνατος"							0	0	0	"qa/natos"	0	5	0
4422	"θανατόω"	"to put to death"	"qanato/w "	2	0	257	0		0	"hamatoy"	"θανατόω"							0	0	0	"qanato/w"	0	6	0
4423	"θάομαι"	"to wonder at, admire"	"qa/omai "	2	0	258	0		-1	"haolai"	"θάομαι"							0	0	0	"qa/omai"	0	2	0
